content,category,validated_by,score,thumbsUpCount,country
"Change it back. We have depended on Amazon for years. Loved it! Now we've got an updated version, and my gift card balance is $0, my lists are gone, my purchase history is gone. Now I lost $24, wish lists for my husband and each of our children, as well as myself, and household needs, and since I received a package today but no purchase history showing, if there's an issue, there's nothing I can do about it.",customer-service,Ugochukz,1,47,us
only 3 stars. delivery company employees are not good they do not contact the purchasers phone and they leave packages at the wrong addresses sometimes,shipping,Lailat,3,0,us
It's ok except from the shipping it's ridiculous say one item could be 3 pound really good shipping idm paying like 5 pounds maybe or more but 12 and 10 pound for shipping is ridiculous,shipping,Lailat,2,0,us
"Shopping with Amazon is fine. I enjoy it and the Prime feature helps a lot. Also fairly easy to navigate. I would have given one or two more stars if the list feature worked better. I don't know what you guys did, but when adding an item to a list it no longer lets me edit so that I can add to certain lists. So I add a camera, for example, to a shoes list and no ability to change this. That's annoying that I cannot properly and orderly categorize anything anymore.",user-experience,Ugochukz,3,614,us
"I wish they made a better search and results as Amazon hides results when there is a lot unlike other companies. This is a particularly annoying thing for Entertainment items such as books, movies, et cetera. Another thing I hate about this site is that they blatantly let scammers sell fake items. This is very annoying for any sort of cosmetic, whether it be makeup, shampoo, moisterizer, whatever. As these products often come with consequences, whether short or long term.",user-experience,Solomon,4,22,us
"It's wonderful! They have the best price, and amazon Prime has great customer service as well. Amazon prime benefits of free shipping plus easy no hassle return process too. Amazon is doing great things!",customer-service,Solomon,5,1,us
This app no longer opens at all! I do buy alot from Amazon but honestly I'm tired of trying for a large part of the day just trying to open the app or website! It's totally unusable at this point! Tells me the internet isn't connected despite the fact I'm streaming a movie on my TV and videos on YouTube at the same time with all bars on my internet and 5G! So guess I'm just going to have to stop buying from amazon.,user-experience,Adam,1,8,uk
Tired of seeing paid products on my apps home screen. This has made me drive away from the app and use other ways to buy.,user-experience,Lailat,3,1,us
awesome,user-experience,Adam,5,0,us
App has been buggy and a bit sluggish lately. Sometimes I'll tap on items that have multiple colors/sizes and it just won't recognize when I tap on a different color/size. Images and the checkout menu sometimes won't load at all.,user-experience,Ugochukz,2,4,us
"I found some great deals, so I ordered several things for myself. Early birthday gifts! Amazon is quick and fast. So far I have enjoyed everything I've ordered.",user-experience,Adam,4,0,us
"Product quality and service is similar to alibaba, but prices are worse",user-experience,Lailat,2,1,us
"I am not a fan of the new ""social media"" style suggestions. It might be just me but the way they had suggestions in addition to my previous views was the ideal way of shopping. They should have made it an option to do what they are doing now because this is not good. I like Amazon itself. I just am not a fan of the app's changes at all.",user-experience,Ugochukz,2,1,us
